Nomor Kontrak,Nama Vendor,Jenis Pengadaan,Durasi Kontrak (hari),HPS,Risk Level,Priority,Predicted Duration
PK-55962,Perum Utami (Persero) Tbk,Lisensi & Perangkat Lunak,355,"521253593,7",Sedang,Penting,315 hari
PK-54646,UD Santoso Puspita (Persero) Tbk,Pengembangan Sistem,262,2208832343,Tinggi,Penting,222 hari
PK-87152,UD Sihombing Siregar (Persero) Tbk,Pengadaan Barang,275,3057580344,Tinggi,Penting,235 hari
PK-83137,Perum Yolanda (Persero) Tbk,Pengadaan Barang,306,1533361102,Tinggi,Penting,266 hari
PK-36516,CV Narpati Tbk,Pengadaan Jasa,149,2109257235,Tinggi,Penting,109 hari
PK-25867,UD Lailasari,Pengadaan Jasa,44,1661948812,Tinggi,Penting,4 hari
PK-75521,UD Habibi Namaga,Pengembangan Sistem,274,2065116848,Tinggi,Penting,234 hari
PK-29337,Perum Nababan Haryanti,Pengadaan Jasa,246,"128276855,1",Rendah,Penting,206 hari
PK-9823,PT Andriani,Lisensi & Perangkat Lunak,128,"961064269,5",Sedang,Penting,88 hari
PK-84866,PD Thamrin (Persero) Tbk,Pengadaan Barang,326,3610401461,Tinggi,Penting,286 hari
PK-68028,UD Sirait (Persero) Tbk,Jasa Konsultansi,112,2229626696,Tinggi,Penting,72 hari
PK-79307,PT Anggraini Permadi Tbk,Lisensi & Perangkat Lunak,287,1632378590,Tinggi,Penting,247 hari
PK-57472,CV Haryanti Dongoran Tbk,Pengembangan Sistem,112,3947835470,Tinggi,Penting,72 hari
PK-74972,UD Maheswara Prastuti,Jasa Konsultansi,138,"866122828,2",Sedang,Penting,98 hari
PK-7095,UD Prasasta Wahyudin Tbk,Lisensi & Perangkat Lunak,132,2035077620,Tinggi,Penting,92 hari
PK-15902,PT Damanik (Persero) Tbk,Lisensi & Perangkat Lunak,213,1468679815,Tinggi,Penting,173 hari
PK-27832,UD Tamba Tbk,Jasa Konsultansi,351,4692704467,Tinggi,Penting,311 hari
PK-86625,UD Maheswara Prastuti,Jasa Konsultansi,354,4954835585,Tinggi,Penting,314 hari
PK-48605,PT Mandasari,Lisensi & Perangkat Lunak,268,3810965040,Tinggi,Penting,228 hari
PK-85573,Perum Nababan Haryanti,Pengadaan Barang,302,4744094193,Tinggi,Penting,262 hari
PK-82636,PD Situmorang Wahyudin,Pengembangan Sistem,362,1312521578,Tinggi,Penting,322 hari
PK-83466,PD Mayasari Oktaviani Tbk,Pengadaan Jasa,351,3858867748,Tinggi,Penting,311 hari
PK-74222,Perum Utama (Persero) Tbk,Pengembangan Sistem,155,1914003105,Tinggi,Penting,115 hari
PK-40154,PT Zulkarnain,Lisensi & Perangkat Lunak,155,4650261360,Tinggi,Penting,115 hari
PK-19134,Perum Utami,Jasa Konsultansi,65,1196799427,Tinggi,Penting,25 hari
PK-36571,CV Maryadi (Persero) Tbk,Jasa Konsultansi,121,2813654804,Tinggi,Penting,81 hari
PK-35220,PT Utama (Persero) Tbk,Pengadaan Barang,98,4213279954,Tinggi,Penting,58 hari
PK-83134,CV Winarno Samosir (Persero) Tbk,Jasa Konsultansi,334,2461343332,Tinggi,Penting,294 hari
PK-92699,PD Ardianto Ardianto,Pengembangan Sistem,282,3115800546,Tinggi,Penting,242 hari
PK-58598,UD Jailani Tbk,Lisensi & Perangkat Lunak,357,"524399957,5",Sedang,Penting,317 hari
PK-48735,UD Santoso Puspita (Persero) Tbk,Pengadaan Jasa,201,3168592424,Tinggi,Penting,161 hari
PK-67366,UD Santoso Puspita (Persero) Tbk,Pengadaan Jasa,79,2273910517,Tinggi,Penting,39 hari
PK-86437,CV Andriani Latupono,Pengembangan Sistem,154,3022701394,Tinggi,Penting,114 hari
PK-10286,PT Damanik (Persero) Tbk,Pengadaan Barang,261,2437956320,Tinggi,Penting,221 hari
PK-63792,PD Usamah Wibisono Tbk,Pengembangan Sistem,317,3557093081,Tinggi,Penting,277 hari
PK-62945,PD Halimah,Lisensi & Perangkat Lunak,163,1160022775,Tinggi,Penting,123 hari
PK-2017,CV Rahmawati Marpaung Tbk,Pengadaan Barang,49,"657529292,5",Sedang,Penting,9 hari
PK-98732,PD Laksita Sinaga Tbk,Jasa Konsultansi,240,2979754685,Tinggi,Penting,200 hari
PK-21893,PT Namaga (Persero) Tbk,Pengembangan Sistem,263,3025357181,Tinggi,Penting,223 hari
PK-50691,PD Mayasari Oktaviani Tbk,Pengadaan Barang,265,3965834538,Tinggi,Penting,225 hari
PK-94673,PT Utama (Persero) Tbk,Pengadaan Barang,329,4600443564,Tinggi,Penting,289 hari
PK-84150,PT Namaga (Persero) Tbk,Pengadaan Jasa,344,2939587706,Tinggi,Penting,304 hari
PK-25147,CV Narpati Tbk,Pengadaan Jasa,149,1183110057,Tinggi,Penting,109 hari
PK-20898,PD Ardianto Ardianto,Lisensi & Perangkat Lunak,104,"349963812,2",Rendah,Penting,64 hari
PK-47608,PT Namaga (Persero) Tbk,Pengadaan Barang,139,1269439036,Tinggi,Penting,99 hari
PK-36777,PD Prasetya Pratama Tbk,Pengembangan Sistem,344,"132537050,8",Rendah,Penting,304 hari
PK-170,PD Thamrin (Persero) Tbk,Lisensi & Perangkat Lunak,57,631682241,Sedang,Penting,17 hari
PK-42488,CV Hidayat Latupono (Persero) Tbk,Lisensi & Perangkat Lunak,44,2976542291,Tinggi,Penting,4 hari
PK-87965,UD Sihombing Siregar (Persero) Tbk,Pengembangan Sistem,303,1826962172,Tinggi,Penting,263 hari
PK-45489,Perum Januar,Lisensi & Perangkat Lunak,217,"89587534,68",Rendah,Penting,177 hari
PK-17800,PT Namaga (Persero) Tbk,Pengadaan Jasa,137,2736173958,Tinggi,Penting,97 hari
PK-17101,Perum Latupono Maryadi,Pengembangan Sistem,50,4233566681,Tinggi,Penting,10 hari
PK-41878,CV Yolanda Wijaya,Pengadaan Jasa,162,4730736552,Tinggi,Penting,122 hari
PK-78407,PT Jailani,Pengadaan Jasa,192,3467258001,Tinggi,Penting,152 hari
PK-20657,Perum Januar,Pengadaan Barang,59,2284672801,Tinggi,Penting,19 hari
PK-45326,UD Uwais Utama,Lisensi & Perangkat Lunak,275,1721114983,Tinggi,Penting,235 hari
PK-99727,PT Andriani,Pengadaan Jasa,277,2969895970,Tinggi,Penting,237 hari
PK-42973,Perum Nababan Haryanti,Pengadaan Barang,292,"612118424,8",Sedang,Penting,252 hari
PK-81093,CV Narpati Tbk,Jasa Konsultansi,308,"288883311,5",Rendah,Penting,268 hari
PK-49611,CV Jailani Simbolon,Pengadaan Barang,162,2997483685,Tinggi,Penting,122 hari
PK-30661,CV Andriani Latupono,Pengembangan Sistem,91,559288092,Sedang,Penting,51 hari
PK-3777,PD Thamrin (Persero) Tbk,Jasa Konsultansi,299,3036733169,Tinggi,Penting,259 hari
PK-95208,PD Prasetya Pratama Tbk,Jasa Konsultansi,217,3580636214,Tinggi,Penting,177 hari
PK-39761,CV Prasetyo,Jasa Konsultansi,232,"243129437,9",Rendah,Penting,192 hari
PK-97114,CV Handayani (Persero) Tbk,Lisensi & Perangkat Lunak,201,1082825429,Tinggi,Penting,161 hari
PK-3856,PT Damanik (Persero) Tbk,Pengembangan Sistem,155,3469679338,Tinggi,Penting,115 hari
PK-81595,UD Lailasari Zulaika (Persero) Tbk,Pengembangan Sistem,159,2965778465,Tinggi,Penting,119 hari
PK-11687,Perum Utama (Persero) Tbk,Lisensi & Perangkat Lunak,66,3060452883,Tinggi,Penting,26 hari
PK-2074,UD Uwais Utama,Jasa Konsultansi,229,2272154597,Tinggi,Penting,189 hari
PK-40447,PT Simbolon Rahmawati Tbk,Pengembangan Sistem,191,4570417396,Tinggi,Penting,151 hari
PK-30158,CV Yolanda Wijaya,Pengembangan Sistem,220,"788479388,2",Sedang,Penting,180 hari
PK-77691,CV Haryanti Dongoran Tbk,Jasa Konsultansi,354,4860479353,Tinggi,Penting,314 hari
PK-83563,Perum Utami,Pengembangan Sistem,353,3932485804,Tinggi,Penting,313 hari
PK-49451,Perum Winarno,Pengembangan Sistem,215,3433322788,Tinggi,Penting,175 hari
PK-38466,PD Laksmiwati Haryanto,Pengadaan Jasa,269,1433370238,Tinggi,Penting,229 hari
PK-25758,UD Prasasta Wahyudin Tbk,Pengadaan Jasa,31,4522831077,Tinggi,Penting,-9 hari
PK-17572,PD Lazuardi Tbk,Pengadaan Barang,123,3724124673,Tinggi,Penting,83 hari
PK-31446,Perum Mandala Permadi,Pengadaan Barang,69,224372060,Rendah,Penting,29 hari
PK-14302,CV Hidayat Latupono (Persero) Tbk,Lisensi & Perangkat Lunak,280,1449878328,Tinggi,Penting,240 hari
PK-48237,Perum Waluyo (Persero) Tbk,Jasa Konsultansi,139,"527967199,6",Sedang,Penting,99 hari
PK-83123,PT Jailani,Pengembangan Sistem,41,1281393157,Tinggi,Penting,1 hari
PK-32755,PD Situmorang Wahyudin,Jasa Konsultansi,171,1543621566,Tinggi,Penting,131 hari
PK-24428,Perum Utama (Persero) Tbk,Lisensi & Perangkat Lunak,322,"270436835,6",Rendah,Penting,282 hari
PK-61943,UD Siregar (Persero) Tbk,Pengembangan Sistem,125,1078734486,Tinggi,Penting,85 hari
PK-89963,UD Sihombing Siregar (Persero) Tbk,Lisensi & Perangkat Lunak,116,4572235501,Tinggi,Penting,76 hari
PK-47200,PD Habibi,Pengadaan Barang,200,"312309720,8",Rendah,Penting,160 hari
PK-80036,PT Jailani Hasanah Tbk,Pengembangan Sistem,316,1796655883,Tinggi,Penting,276 hari
PK-33218,PT Mahendra Usada,Jasa Konsultansi,330,"615967282,6",Sedang,Penting,290 hari
PK-97845,UD Pradana Latupono Tbk,Jasa Konsultansi,151,4023225811,Tinggi,Penting,111 hari
PK-96110,Perum Januar,Pengadaan Jasa,226,4185661390,Tinggi,Penting,186 hari
PK-7289,UD Uwais Utama,Pengadaan Barang,300,4920295090,Tinggi,Penting,260 hari
PK-72839,CV Widiastuti Maulana,Pengembangan Sistem,60,"497084933,4",Rendah,Penting,20 hari
PK-83735,PT Wibisono Winarsih (Persero) Tbk,Pengadaan Jasa,278,3656417230,Tinggi,Penting,238 hari
PK-80608,PD Situmorang Wahyudin,Pengembangan Sistem,360,2899521485,Tinggi,Penting,320 hari
PK-97273,PD Laksita Sinaga Tbk,Pengembangan Sistem,172,4981952788,Tinggi,Penting,132 hari
PK-73432,PD Ardianto Ardianto,Lisensi & Perangkat Lunak,254,4981164842,Tinggi,Penting,214 hari
PK-26581,Perum Latupono Maryadi,Pengadaan Barang,129,1920587097,Tinggi,Penting,89 hari
PK-96144,Perum Waluyo (Persero) Tbk,Pengadaan Jasa,183,"758647945,8",Sedang,Penting,143 hari
PK-98977,Perum Utama (Persero) Tbk,Pengadaan Jasa,344,1263838551,Tinggi,Penting,304 hari
PK-6948,UD Lailasari,Jasa Konsultansi,185,1555563589,Tinggi,Penting,145 hari
PK-53113,PD Prasetya Pratama Tbk,Pengadaan Jasa,54,"88640529,05",Rendah,Penting,14 hari
PK-57341,PT Saputra Hasanah,Lisensi & Perangkat Lunak,89,3681893653,Tinggi,Penting,49 hari
PK-83481,PT Hastuti Permata,Lisensi & Perangkat Lunak,324,1221452937,Tinggi,Penting,284 hari
PK-27718,Perum Utama (Persero) Tbk,Pengadaan Jasa,238,1063958600,Tinggi,Penting,198 hari
PK-62801,UD Samosir Prayoga Tbk,Pengadaan Barang,114,"535902607,9",Sedang,Penting,74 hari
PK-69520,UD Siregar (Persero) Tbk,Pengadaan Barang,206,4069850358,Tinggi,Penting,166 hari
PK-7967,PD Yulianti Nababan,Jasa Konsultansi,62,"416620297,2",Rendah,Penting,22 hari
PK-92888,UD Sirait (Persero) Tbk,Pengadaan Jasa,155,2070334653,Tinggi,Penting,115 hari
PK-33806,CV Gunarto (Persero) Tbk,Jasa Konsultansi,222,2677192339,Tinggi,Penting,182 hari
PK-13162,CV Andriani Latupono,Jasa Konsultansi,42,"351319344,5",Rendah,Penting,2 hari
PK-40749,Perum Megantara,Jasa Konsultansi,118,1923270106,Tinggi,Penting,78 hari
PK-336,Perum Utami,Jasa Konsultansi,347,"464115704,5",Rendah,Penting,307 hari
PK-39160,PD Laksmiwati Haryanto,Pengadaan Jasa,95,1393550147,Tinggi,Penting,55 hari
PK-55772,PT Hariyah Tbk,Pengadaan Jasa,127,3899217737,Tinggi,Penting,87 hari
PK-80448,PT Saputra Hasanah,Pengadaan Jasa,90,3637954130,Tinggi,Penting,50 hari
PK-21313,CV Prasetyo,Lisensi & Perangkat Lunak,177,"958513833,7",Sedang,Penting,137 hari
PK-72199,CV Salahudin Tbk,Lisensi & Perangkat Lunak,41,2096050771,Tinggi,Penting,1 hari
PK-65054,PD Sihotang (Persero) Tbk,Pengembangan Sistem,134,"523721254,6",Sedang,Penting,94 hari
PK-53863,PD Sihotang (Persero) Tbk,Pengembangan Sistem,126,2089452908,Tinggi,Penting,86 hari
PK-29063,CV Utama Tbk,Jasa Konsultansi,200,1947700710,Tinggi,Penting,160 hari
PK-13549,Perum Megantara,Jasa Konsultansi,311,3802230324,Tinggi,Penting,271 hari
PK-50994,UD Uwais Utama,Jasa Konsultansi,125,1978025578,Tinggi,Penting,85 hari
PK-96607,Perum Utami,Pengadaan Jasa,330,2839396266,Tinggi,Penting,290 hari
PK-57701,CV Mansur,Lisensi & Perangkat Lunak,193,4926834453,Tinggi,Penting,153 hari
PK-28648,PT Suryono,Pengadaan Barang,169,3604362954,Tinggi,Penting,129 hari
PK-22826,PT Nainggolan Hakim,Pengadaan Barang,38,3338215033,Tinggi,Penting,-2 hari
PK-38102,Perum Nuraini Namaga (Persero) Tbk,Lisensi & Perangkat Lunak,355,3133906718,Tinggi,Penting,315 hari
PK-56757,PT Saputra Hasanah,Pengembangan Sistem,97,3819595809,Tinggi,Penting,57 hari
PK-4101,PT Anggraini Permadi Tbk,Pengadaan Barang,262,4347800151,Tinggi,Penting,222 hari
PK-27551,Perum Halim Gunawan,Pengadaan Barang,321,1016859418,Tinggi,Penting,281 hari
PK-53577,Perum Winarno,Lisensi & Perangkat Lunak,326,4116298997,Tinggi,Penting,286 hari
PK-20624,CV Narpati Tbk,Pengadaan Barang,109,4087212531,Tinggi,Penting,69 hari
PK-27983,Perum Waluyo (Persero) Tbk,Pengembangan Sistem,190,2085329618,Tinggi,Penting,150 hari
PK-4922,PT Latupono Tbk,Pengadaan Barang,136,2921345483,Tinggi,Penting,96 hari
PK-32900,Perum Utami,Jasa Konsultansi,169,3027520862,Tinggi,Penting,129 hari
PK-78813,PT Mahendra Usada,Lisensi & Perangkat Lunak,112,1238006219,Tinggi,Penting,72 hari
PK-59063,PD Thamrin (Persero) Tbk,Lisensi & Perangkat Lunak,60,3415389556,Tinggi,Penting,20 hari
PK-61355,PT Anggraini Permadi Tbk,Pengadaan Barang,36,2322973174,Tinggi,Penting,-4 hari
PK-93572,CV Handayani (Persero) Tbk,Pengembangan Sistem,161,4785789851,Tinggi,Penting,121 hari
PK-90504,Perum Santoso,Pengadaan Jasa,293,"508014272,3",Sedang,Penting,253 hari
PK-92694,CV Prasetyo,Jasa Konsultansi,268,4191003929,Tinggi,Penting,228 hari
PK-72371,CV Winarno Samosir (Persero) Tbk,Pengadaan Barang,227,2074559025,Tinggi,Penting,187 hari
PK-95007,PT Wibisono Winarsih (Persero) Tbk,Lisensi & Perangkat Lunak,63,3004452631,Tinggi,Penting,23 hari
PK-38585,CV Salahudin Tbk,Lisensi & Perangkat Lunak,265,4139697328,Tinggi,Penting,225 hari
PK-50254,UD Tamba Tbk,Pengadaan Barang,126,1331215721,Tinggi,Penting,86 hari
PK-96926,UD Lailasari,Pengadaan Barang,98,3419411112,Tinggi,Penting,58 hari
PK-16463,PT Haryanti,Pengadaan Barang,35,4218655479,Tinggi,Penting,-5 hari
PK-29947,CV Utama Tbk,Jasa Konsultansi,270,4582014363,Tinggi,Penting,230 hari
PK-1641,CV Winarno Samosir (Persero) Tbk,Pengadaan Jasa,172,2474391549,Tinggi,Penting,132 hari
PK-49302,PT Pratama Hidayat (Persero) Tbk,Jasa Konsultansi,56,1673854711,Tinggi,Penting,16 hari
PK-65598,CV Widiastuti Maulana,Pengembangan Sistem,276,3440323798,Tinggi,Penting,236 hari
PK-90197,Perum Laksita (Persero) Tbk,Pengadaan Barang,289,3829368503,Tinggi,Penting,249 hari
PK-75229,Perum Winarno,Pengadaan Barang,333,2353013502,Tinggi,Penting,293 hari
PK-97146,CV Maryadi (Persero) Tbk,Pengadaan Barang,311,1926898435,Tinggi,Penting,271 hari
PK-20792,Perum Nababan Haryanti,Pengadaan Barang,117,4947887954,Tinggi,Penting,77 hari
PK-8630,UD Pradana Latupono Tbk,Pengadaan Jasa,277,4960499080,Tinggi,Penting,237 hari
PK-79318,PT Simbolon Rahmawati Tbk,Jasa Konsultansi,84,2800136586,Tinggi,Penting,44 hari
PK-40473,PT Jailani Hasanah Tbk,Pengembangan Sistem,104,4790264640,Tinggi,Penting,64 hari
PK-88280,Perum Yolanda (Persero) Tbk,Jasa Konsultansi,125,2238654908,Tinggi,Penting,85 hari
PK-97341,Perum Utami,Jasa Konsultansi,122,2757628981,Tinggi,Penting,82 hari
PK-17724,PT Jailani Hasanah Tbk,Pengadaan Jasa,78,2278520106,Tinggi,Penting,38 hari
PK-50180,Perum Utama (Persero) Tbk,Jasa Konsultansi,186,3603435721,Tinggi,Penting,146 hari
PK-59324,PT Saputra Hasanah,Lisensi & Perangkat Lunak,331,2137212078,Tinggi,Penting,291 hari
PK-19347,PD Situmorang Wahyudin,Pengadaan Jasa,362,4063473636,Tinggi,Penting,322 hari
PK-12531,UD Iswahyudi Nababan,Lisensi & Perangkat Lunak,344,"776650157,1",Sedang,Penting,304 hari
PK-52195,UD Puspita Tbk,Jasa Konsultansi,130,"864396438,6",Sedang,Penting,90 hari
PK-46452,PT Saputra Hasanah,Jasa Konsultansi,169,2219555304,Tinggi,Penting,129 hari
PK-2894,Perum Utami,Pengadaan Jasa,158,1852849147,Tinggi,Penting,118 hari
PK-54440,PD Mayasari Oktaviani Tbk,Pengadaan Barang,151,"919675397,2",Sedang,Penting,111 hari
PK-37467,Perum Yolanda (Persero) Tbk,Pengembangan Sistem,277,1841318420,Tinggi,Penting,237 hari
PK-94446,PT Haryanti,Lisensi & Perangkat Lunak,335,3227861097,Tinggi,Penting,295 hari
PK-89988,Perum Yolanda (Persero) Tbk,Pengembangan Sistem,91,3202032491,Tinggi,Penting,51 hari
PK-39685,CV Hidayat Latupono (Persero) Tbk,Pengembangan Sistem,173,1757602945,Tinggi,Penting,133 hari
PK-33371,Perum Latupono Maryadi,Pengadaan Barang,112,2607028933,Tinggi,Penting,72 hari
PK-23143,Perum Winarno,Jasa Konsultansi,293,4003602193,Tinggi,Penting,253 hari
PK-53500,PD Mayasari Oktaviani Tbk,Pengadaan Jasa,313,1352082645,Tinggi,Penting,273 hari
PK-19761,PD Halimah,Pengadaan Barang,73,2932751454,Tinggi,Penting,33 hari
PK-1549,UD Sirait (Persero) Tbk,Jasa Konsultansi,365,3035216497,Tinggi,Penting,325 hari
PK-82722,UD Puspita Tbk,Pengadaan Barang,76,4591731895,Tinggi,Penting,36 hari
PK-18847,PD Usamah Wibisono Tbk,Pengadaan Jasa,354,3104137215,Tinggi,Penting,314 hari
PK-15704,UD Lailasari,Jasa Konsultansi,105,1257457744,Tinggi,Penting,65 hari
PK-5779,PT Wibisono Winarsih (Persero) Tbk,Pengadaan Jasa,207,2684885917,Tinggi,Penting,167 hari
PK-45294,PD Yulianti Nababan,Pengadaan Jasa,303,4654659641,Tinggi,Penting,263 hari
PK-66307,UD Sirait (Persero) Tbk,Lisensi & Perangkat Lunak,345,"635574464,5",Sedang,Penting,305 hari
PK-456,CV Rahmawati Marpaung Tbk,Lisensi & Perangkat Lunak,311,3661164947,Tinggi,Penting,271 hari
PK-41127,PT Utama (Persero) Tbk,Pengadaan Barang,119,3405014326,Tinggi,Penting,79 hari
PK-26609,PD Laksita Sinaga Tbk,Pengembangan Sistem,234,3704488773,Tinggi,Penting,194 hari
PK-83939,PT Wibisono Winarsih (Persero) Tbk,Lisensi & Perangkat Lunak,32,3933666296,Tinggi,Penting,-8 hari
PK-64030,UD Tamba Tbk,Pengadaan Jasa,292,"103148929,8",Rendah,Penting,252 hari
PK-13230,PD Sihotang (Persero) Tbk,Lisensi & Perangkat Lunak,318,1757634602,Tinggi,Penting,278 hari
PK-36382,PD Laksita Sinaga Tbk,Pengadaan Barang,193,3390406718,Tinggi,Penting,153 hari
PK-25761,UD Iswahyudi Nababan,Pengadaan Barang,237,1777716501,Tinggi,Penting,197 hari
PK-70185,PD Sihombing Irawan,Lisensi & Perangkat Lunak,158,2358982220,Tinggi,Penting,118 hari
PK-98955,Perum Aryani,Jasa Konsultansi,48,3898496497,Tinggi,Penting,8 hari
PK-43010,PD Laksmiwati Haryanto,Pengembangan Sistem,152,4279528053,Tinggi,Penting,112 hari
PK-95191,UD Lailasari,Pengadaan Jasa,104,"91066795,96",Rendah,Penting,64 hari
PK-72783,UD Pradana Latupono Tbk,Lisensi & Perangkat Lunak,76,4503129526,Tinggi,Penting,36 hari
PK-69535,PD Laksmiwati Haryanto,Pengadaan Jasa,145,2047024168,Tinggi,Penting,105 hari
PK-68978,CV Salahudin Tbk,Jasa Konsultansi,175,2968087629,Tinggi,Penting,135 hari
PK-34999,UD Tamba Tbk,Pengadaan Barang,227,1077313252,Tinggi,Penting,187 hari
PK-61164,PT Simbolon Rahmawati Tbk,Pengadaan Jasa,141,4364302321,Tinggi,Penting,101 hari
PK-36923,CV Maryadi (Persero) Tbk,Pengembangan Sistem,174,2505948456,Tinggi,Penting,134 hari
PK-62266,PT Latupono Tbk,Pengadaan Jasa,327,2371262735,Tinggi,Penting,287 hari
PK-78035,UD Siregar (Persero) Tbk,Pengadaan Jasa,141,4961270132,Tinggi,Penting,101 hari
PK-94054,Perum Mandala Permadi,Pengadaan Jasa,287,4887922720,Tinggi,Penting,247 hari
PK-73054,UD Uwais Utama,Pengembangan Sistem,238,4992399693,Tinggi,Penting,198 hari
PK-70319,PT Pratama Hidayat (Persero) Tbk,Jasa Konsultansi,99,1008274819,Tinggi,Penting,59 hari
PK-85912,PT Saputra Hasanah,Jasa Konsultansi,212,3353612792,Tinggi,Penting,172 hari
PK-85482,UD Santoso Puspita (Persero) Tbk,Pengadaan Jasa,64,4129620589,Tinggi,Penting,24 hari
PK-64878,PT Simbolon Rahmawati Tbk,Pengadaan Jasa,161,"73710299,9",Rendah,Penting,121 hari
PK-11768,PD Laksmiwati Haryanto,Lisensi & Perangkat Lunak,344,2448291202,Tinggi,Penting,304 hari
PK-76588,PD Halimah,Lisensi & Perangkat Lunak,311,3532829129,Tinggi,Penting,271 hari
PK-97230,Perum Utami,Pengadaan Jasa,40,"110295907,7",Rendah,Penting,0 hari
PK-29491,PD Mayasari Oktaviani Tbk,Pengadaan Jasa,268,3958120951,Tinggi,Penting,228 hari
PK-14882,UD Prasasta Wahyudin Tbk,Pengembangan Sistem,252,1871490740,Tinggi,Penting,212 hari
PK-45784,UD Haryanti,Lisensi & Perangkat Lunak,63,"526984386,3",Sedang,Penting,23 hari
PK-86206,Perum Hidayat Permata (Persero) Tbk,Pengembangan Sistem,248,4304004078,Tinggi,Penting,208 hari
PK-44439,UD Najmudin Tbk,Pengadaan Barang,43,3308215626,Tinggi,Penting,3 hari
PK-57110,UD Tamba Tbk,Pengadaan Barang,207,"222645775,1",Rendah,Penting,167 hari
PK-30160,PD Laksita (Persero) Tbk,Lisensi & Perangkat Lunak,229,4105763182,Tinggi,Penting,189 hari
PK-72503,PD Mayasari Oktaviani Tbk,Jasa Konsultansi,296,"488524757,7",Rendah,Penting,256 hari
PK-88880,PT Latupono Tbk,Jasa Konsultansi,344,"971621114,5",Sedang,Penting,304 hari
PK-69032,PT Nainggolan Hakim,Pengembangan Sistem,118,"776797767,2",Sedang,Penting,78 hari
PK-83218,CV Widiastuti Maulana,Pengadaan Barang,109,729214013,Sedang,Penting,69 hari
PK-85560,CV Widodo Winarsih,Pengadaan Barang,216,3826248402,Tinggi,Penting,176 hari
PK-94693,PT Jailani Hasanah Tbk,Lisensi & Perangkat Lunak,356,"899512595,2",Sedang,Penting,316 hari
PK-37424,Perum Laksita (Persero) Tbk,Lisensi & Perangkat Lunak,349,1852136376,Tinggi,Penting,309 hari
PK-15394,CV Winarno Samosir (Persero) Tbk,Pengadaan Jasa,160,4278967576,Tinggi,Penting,120 hari
PK-71027,CV Maryadi (Persero) Tbk,Pengadaan Barang,127,4873578826,Tinggi,Penting,87 hari
PK-73208,PT Jailani Hasanah Tbk,Jasa Konsultansi,306,3376327835,Tinggi,Penting,266 hari
PK-50812,PD Ardianto Ardianto,Jasa Konsultansi,158,3687576670,Tinggi,Penting,118 hari
PK-14402,CV Mansur,Pengadaan Barang,132,"132813045,4",Rendah,Penting,92 hari
PK-71980,PT Latupono Tbk,Lisensi & Perangkat Lunak,301,4584658695,Tinggi,Penting,261 hari
PK-75465,CV Hidayat Latupono (Persero) Tbk,Pengadaan Barang,204,3822087723,Tinggi,Penting,164 hari
PK-70075,Perum Halim Gunawan,Jasa Konsultansi,162,2250411131,Tinggi,Penting,122 hari
PK-27706,UD Haryanti,Pengadaan Jasa,191,4157158685,Tinggi,Penting,151 hari
PK-87769,CV Prasetyo,Pengadaan Jasa,138,4981158618,Tinggi,Penting,98 hari
PK-43683,PT Nainggolan Hakim,Pengadaan Barang,182,1377600624,Tinggi,Penting,142 hari
PK-71251,PD Thamrin (Persero) Tbk,Pengadaan Jasa,218,3316167008,Tinggi,Penting,178 hari
PK-82415,Perum Santoso,Lisensi & Perangkat Lunak,248,3593150143,Tinggi,Penting,208 hari
PK-93589,UD Najmudin Tbk,Jasa Konsultansi,271,3250761247,Tinggi,Penting,231 hari
PK-84296,PT Wibisono Winarsih (Persero) Tbk,Pengembangan Sistem,46,4204742808,Tinggi,Penting,6 hari
PK-30029,Perum Utama (Persero) Tbk,Pengembangan Sistem,304,3331285271,Tinggi,Penting,264 hari
PK-68693,PT Damanik (Persero) Tbk,Pengadaan Jasa,231,"180060309,2",Rendah,Penting,191 hari
PK-18586,PT Namaga (Persero) Tbk,Pengadaan Jasa,316,"244039292,2",Rendah,Penting,276 hari
PK-11011,PT Utama (Persero) Tbk,Lisensi & Perangkat Lunak,265,3622466207,Tinggi,Penting,225 hari
